url,postal_code,municipality,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,build_year,availability,number_of_bedrooms,livable_surface,furnished,garage,number_of_garages,number_of_bathrooms,number_of_toilets,type_of_heating,elevator,orientation_of_the_front_facade,number_of_facades,garden,terrace,total_land_surface,gas,running_water,specific_primary_energy_consumption,epc_peb_reference,validity_date_epc_peb,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area
https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd48326,7012,flenu,VBD48326,130 000 €,599 €,No,Normal,,,On contract,2,100 m²,No,,,1,1,Gas,No,,2,Yes,Yes,180 m²,Yes,Yes,352 kWh/m²/year,,31/10/2035,"No, certificate does not comply",No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9050/gentbrugge/rbu64639,9050,gentbrugge,RBU64639,375 000 €,290 €,No,Fully renovated,No,,,3,103 m²,,,,1,2,Gas,,,2,Yes,No,58 m²,Yes,Yes,158 kWh/m²/year,20250624-0003623348-RES-1,24/06/2035,"yes, certificate in accordance",Yes,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7783/bizet/vbd48328,7783,bizet,VBD48328,149 000 €,356 €,No,Normal,,,On contract,3,162 m²,No,,,1,,,,,2,Yes,Yes,121 m²,,,174 kWh/m²/year,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9550/steenhuize-wijnhuize/rbu64640,9550,steenhuize-wijnhuize,RBU64640,499 000 €,857 €,No,Normal,No,1975,,3,204 m²,,Yes,1,1,2,Fuel oil,,,4,Yes,Yes,2130 m²,,Yes,296 kWh/m²/year,20250317-0003555101-RES-2,17/03/2035,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4040/herstal/vbd48330,4040,herstal,VBD48330,370 000 €,708 €,No,Normal,No,1930,On contract,4,172 m²,No,Yes,1,2,2,Gas,No,North-east,3,Yes,Yes,740 m²,Yes,Yes,329 kWh/m²/year,,12/09/2035,"yes, certificate in accordance",No,,no flooding area,a demarcated flooding area
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd48333,4000,liege,VBD48333,465 000 €,,No,Normal,No,,On contract,7,300 m²,No,Yes,1,3,3,Gas,No,,3,Yes,Yes,320 m²,Yes,Yes,143 kWh/m²/year,,15/04/2035,,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4190/ferrieres/vbd48332,4190,ferrieres,VBD48332,275 000 €,1 147 €,No,Normal,,1966,On contract,6,210 m²,No,Yes,1,2,2,Fuel oil,No,South,2,Yes,Yes,617 m²,,Yes,567 kWh/m²/year,,04/07/2027,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd48339,4460,grace-hollogne,VBD48339,425 000 €,,No,Excellent,No,2006,On contract,5,205 m²,No,Yes,1,2,2,Gas,No,South,2,Yes,Yes,300 m²,Yes,Yes,93 kWh/m²/year,,30/09/2035,"yes, certificate in accordance",No,,no flooding area,a demarcated flooding area
https://immovlan.be/en/detail/residence/for-sale/4041/milmort/vbd48336,4041,milmort,VBD48336,219 000 €,,No,Normal,,1975,On contract,3,130 m²,No,,,1,1,,No,,4,Yes,Yes,316 m²,,,526 kWh/m²/year,,03/11/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4357/donceel/vbd48343,4357,donceel,VBD48343,1 999 999 €,,,New,,1900,On contract,9,1050 m²,Yes,Yes,4,6,8,Gas,No,East,4,Yes,Yes,16266 m²,Yes,Yes,,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbd48346,4420,saint-nicolas,VBD48346,159 000 €,,No,Normal,,,On contract,2,110 m²,No,,,2,1,Gas,No,,2,Yes,Yes,,,,409 kWh/m²/year,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbd48341,4020,liege,VBD48341,329 000 €,,No,To be renovated,No,1975,On contract,11,265 m²,No,,,5,5,Gas,No,,2,No,No,273 m²,,,371 kWh/m²/year,,06/04/2034,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu64767,9620,zottegem,RBU64767,395 000 €,790 €,No,Excellent,No,,,3,163 m²,,Yes,1,1,1,,,,2,Yes,Yes,1277 m²,,Yes,276 kWh/m²/year,20251026-000366218-RES-2,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8432/leffinge/rbu64776,8432,leffinge,RBU64776,134 800 €,356 €,No,To be renovated,,1938,On contract,3,140 m²,No,,,1,1,Not specified,No,,2,No,Yes,78 m²,Yes,Yes,1004 kWh/m²/year,,13/10/2035,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/7022/hyon/vbd48353,7022,hyon,VBD48353,249 000 €,1 259 €,No,,No,1960,On contract,4,140 m²,No,Yes,1,1,1,Fuel oil,No,,4,Yes,,990 m²,Yes,Yes,613 kWh/m²/year,,17/10/2035,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbd48357,4540,amay,VBD48357,185 000 €,,No,To be renovated,,1950,On contract,4,192 m²,,,,1,2,Gas,No,,3,Yes,Yes,2016 m²,,Yes,340 kWh/m²/year,,27/06/2035,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/8200/sint-michiels/rbu64779,8200,sint-michiels,RBU64779,474 800 €,1 482 €,No,Normal,,1993,Immediately,4,308 m²,No,Yes,1,,2,Hot air,No,,4,Yes,Yes,458 m²,Yes,Yes,245 kWh/m²/year,,18/03/2035,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/bungalow/for-sale/8400/oostende/rbu64777,8400,oostende,RBU64777,348 800 €,1 132 €,No,To be renovated,,1975,On contract,3,145 m²,No,Yes,1,1,1,Electricity,No,,4,Yes,Yes,694 m²,,Yes,694 kWh/m²/year,,28/08/2035,No certificate,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/3670/oudsbergen/rbu64790,3670,oudsbergen,RBU64790,495 000 €,785 €,No,Excellent,,1905,,5,406 m²,No,Yes,1,1,2,Fuel oil,No,,4,Yes,Yes,3490 m²,,Yes,563 kWh/m²/year,,12/02/2035,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8200/sint-michiels/rbu64783,8200,sint-michiels,RBU64783,769 000 €,,,New,,2024,,4,286 m²,No,Yes,1,2,2,,No,,3,Yes,Yes,850 m²,,Yes,,,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/8000/brugge/rbu64786,8000,brugge,RBU64786,480 000 €,1 492 €,No,To be renovated,No,1952,On contract,4,364 m²,No,Yes,2,1,3,Fuel oil,No,,3,Yes,Yes,450 m²,,Yes,936 kWh/m²/year,,09/04/2035,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/4020/liege/vbd48396,4020,liege,VBD48396,167 000 €,,No,To renovate,Yes,,On contract,4,125 m²,No,,,2,2,Gas,No,,2,,,60 m²,Yes,Yes,400 kWh/m²/year,,28/10/2035,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4790/burg-reuland/vbd48377,4790,burg-reuland,VBD48377,190 000 €,,No,To be renovated,No,1956,Immediately,2,100 m²,,,,1,,Fuel oil,,,,,,428 m²,,,427 kWh/m²/year,20251008029502,,No certificate,No,,(information not available),(information not available)
https://immovlan.be/en/detail/mansion/for-sale/9961/boekhoute/rbu64791,9961,boekhoute,RBU64791,2 498 000 €,,No,Excellent,,1500,,9,1699 m²,No,Yes,1,6,6,Gas,No,,4,Yes,Yes,65193 m²,Yes,Yes,,,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4470/saint-georges-sur-meuse/vbd48397,4470,saint-georges-sur-meuse,VBD48397,349 000 €,837 €,No,Normal,No,1979,On contract,4,165 m²,No,Yes,1,2,2,Wood,No,South,4,Yes,Yes,1040 m²,,Yes,183 kWh/m²/year,,27/10/2035,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3090/overijse/vbd48415,3090,overijse,VBD48415,740 000 €,2 915 €,No,Excellent,No,1969,On contract,4,170 m²,No,Yes,1,3,3,Gas,No,,4,Yes,Yes,1156 m²,Yes,Yes,176 kWh/m²/year,,04/09/2035,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/5590/ciney/vbd48400,5590,ciney,VBD48400,770 000 €,,No,Normal,No,2002,On contract,5,303 m²,No,,,2,2,Fuel oil,No,South-east,4,Yes,Yes,3100 m²,,,193 kWh/m²/year,,17/01/2035,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/bungalow/for-sale/6441/erpion/vbd48420,6441,erpion,VBD48420,155 000 €,,No,Excellent,,2012,On contract,2,52 m²,No,,,1,1,Electricity,No,,3,Yes,,562 m²,Yes,Yes,247 kWh/m²/year,,01/11/2035,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4900/spa/vbd48417,4900,spa,VBD48417,199 000 €,352 €,No,To be renovated,No,,On contract,3,102 m²,No,,,1,1,Gas,No,,3,Yes,Yes,,,,446 kWh/m²/year,,08/05/2034,"No, certificate does not comply",,,,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6441/erpion/vbd48421,6441,erpion,VBD48421,155 000 €,,No,Excellent,,2012,On contract,2,52 m²,No,,,1,1,Electricity,No,,3,Yes,,562 m²,Yes,Yes,247 kWh/m²/year,,01/11/2035,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd48423,1050,elsene,VBD48423,2 650 000 €,,,Excellent,No,2025,On contract,5,467 m²,No,Yes,2,4,5,Gas,Yes,,3,Yes,Yes,160 m²,Yes,Yes,39 kWh/m²/year,,13/08/2035,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8930/lauwe/vbd48426,8930,lauwe,VBD48426,324 900 €,,No,Normal,Yes,1961,On contract,3,196 m²,No,,,1,,Gas,No,,3,Yes,Yes,1097 m²,Yes,Yes,289 kWh/m²/year,,,No certificate,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd48428,6700,arlon,VBD48428,420 000 €,,No,Normal,,1977,On contract,3,143 m²,No,Yes,1,1,2,Gas,No,,3,Yes,Yes,1024 m²,Yes,Yes,211 kWh/m²/year,,15/12/2030,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbu64802,8730,beernem,RBU64802,635 000 €,919 €,No,Excellent,No,1930,,4,,,Yes,1,1,2,,,,,Yes,Yes,1688 m²,Yes,Yes,,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/5000/namur/vbd48429,5000,namur,VBD48429,735 000 €,,No,Normal,Yes,,,6,340 m²,No,,,5,6,Gas,No,,2,,Yes,174 m²,Yes,Yes,220 kWh/m²/year,,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64805,9041,oostakker,RBU64805,421 214 €,,,,No,,,3,127 m²,,,,,,,,,2,,,167 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64803,9041,oostakker,RBU64803,449 501 €,,,,No,,,3,132 m²,,,,,,,,,3,,,268 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64804,9041,oostakker,RBU64804,421 293 €,,,,No,,,3,127 m²,,,,,,,,,2,,,169 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64826,9041,oostakker,RBU64826,397 964 €,,,,No,,,3,127 m²,,,,,,,,,2,Yes,,119 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64827,9041,oostakker,RBU64827,429 448 €,,,,No,,,3,127 m²,,,,,,,,,3,Yes,,183 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64828,9041,oostakker,RBU64828,505 872 €,,,,No,,,4,173 m²,,,,,,,,,3,,,145 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64829,9041,oostakker,RBU64829,413 716 €,,,,No,,,3,131 m²,,,,,,,,,2,,,147 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64830,9041,oostakker,RBU64830,439 142 €,,,,No,,,3,135 m²,,,,,,,,,3,,,226 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/9990/maldegem/rbu64832,9990,maldegem,RBU64832,795 000 €,,No,,No,2022,,4,217 m²,,Yes,1,2,2,,,,4,Yes,,676 m²,Yes,Yes,,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64806,9041,oostakker,RBU64806,421 147 €,,,,No,,,3,127 m²,,,,,,,,,2,,,164 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64807,9041,oostakker,RBU64807,449 657 €,,,,No,,,3,132 m²,,,,,,,,,3,,,262 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8670/sint-idesbald/rbu64831,8670,sint-idesbald,RBU64831,850 000 €,1 157 €,No,Excellent,No,1953,,3,,Yes,Yes,1,2,,,,,,Yes,Yes,600 m²,Yes,Yes,180 kWh/m²/year,20230801-0002955878-RES-1,01/08/2033,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64808,9041,oostakker,RBU64808,448 485 €,,,,No,,,3,133 m²,,,,,,,,,3,,,400 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64809,9041,oostakker,RBU64809,402 975 €,,,,No,,,3,127 m²,,,,,,,,,2,,,125 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64810,9041,oostakker,RBU64810,468 923 €,,,,No,,,4,167 m²,,,,,,,,,2,,Yes,126 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64811,9041,oostakker,RBU64811,466 331 €,,,,No,,,4,165 m²,,,,,,,,,2,,Yes,127 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64812,9041,oostakker,RBU64812,468 923 €,,,,No,,,4,167 m²,,,,,,,,,2,,Yes,128 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64813,9041,oostakker,RBU64813,403 136 €,,,,No,,,3,127 m²,,,,,,,,,2,,,129 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64814,9041,oostakker,RBU64814,403 136 €,,,,No,,,3,127 m²,,,,,,,,,2,,,130 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64816,9041,oostakker,RBU64816,447 745 €,,,,No,,,3,133 m²,,,,,,,,,3,,,370 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64817,9041,oostakker,RBU64817,417 452 €,,,,No,,,3,131 m²,,,,,,,,,3,,,200 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64815,9041,oostakker,RBU64815,403 136 €,,,,No,,,3,127 m²,,,,,,,,,2,,,130 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64819,9041,oostakker,RBU64819,416 705 €,,,,No,,,3,136 m²,,,,,,,,,2,,,143 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64820,9041,oostakker,RBU64820,416 705 €,,,,No,,,3,136 m²,,,,,,,,,2,,,143 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64821,9041,oostakker,RBU64821,416 705 €,,,,No,,,3,136 m²,,,,,,,,,2,,,143 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64818,9041,oostakker,RBU64818,416 705 €,,,,No,,,3,136 m²,,,,,,,,,2,,,143 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64822,9041,oostakker,RBU64822,433 044 €,,,,No,,,3,140 m²,,,,,,,,,3,,,147 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64823,9041,oostakker,RBU64823,472 794 €,,,,No,,,4,165 m²,,,,,,,,,2,Yes,,119 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8904/zuidschote/rbu64837,8904,zuidschote,RBU64837,199 000 €,,No,,No,1930,Immediately,4,330 m²,,Yes,1,11,,Gas,No,South-west,2,,,528 m²,,,466 kWh/m²/year,20251029-0003722140-RES-1,,,No,"Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64824,9041,oostakker,RBU64824,463 750 €,,,,No,,,4,167 m²,,,,,,,,,2,Yes,,119 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8470/gistel/rbu64838,8470,gistel,RBU64838,259 000 €,,No,,No,,On contract,4,,,Yes,1,1,2,Gas,No,,2,,,200 m²,,,516 kWh/m²/year,3543343,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbu64834,2310,rijkevorsel,RBU64834,428 000 €,,No,,No,1930,On contract,4,181 m²,,,,1,2,Gas,No,East,2,,Yes,215 m²,,,0 kWh/m²/year,20250624-0003632948-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbu64841,3580,beringen,RBU64841,398 000 €,,No,Excellent,,1958,On contract,5,233 m²,No,,,1,2,,No,,4,,Yes,629 m²,Yes,,55 kWh/m²/year,,,,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3560/lummen/rbu64842,3560,lummen,RBU64842,449 000 €,,No,,No,1994,On contract,4,282 m²,,Yes,1,1,2,Electricity,No,South-east,2,,Yes,1130 m²,,,211 kWh/m²/year,20251017-0003712154-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3582/koersel/rbu64843,3582,koersel,RBU64843,249 000 €,,No,,No,1953,On contract,3,140 m²,,Yes,1,1,1,Fuel oil,No,North-west,2,,,1359 m²,,,826 kWh/m²/year,20251027-0003720036-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7530/gaurain-ramecroix/vbd48438,7530,gaurain-ramecroix,VBD48438,325 000 €,399 €,No,Excellent,No,,,3,200 m²,No,,,1,2,Fuel oil,No,North-east,3,,,497 m²,,Yes,423 kWh/m²/year,20251024013568,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbu64840,3650,dilsen-stokkem,RBU64840,265 000 €,,No,,No,,,3,190 m²,,,,1,2,Gas,No,West,3,,,507 m²,,,270 kWh/m²/year,20251031-0003723267-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2870/puurs/vbd48440,2870,puurs,VBD48440,591 000 €,,,New,,,,3,190 m²,,Yes,1,1,2,,,,4,,,1599 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2530/boechout/vbd48442,2530,boechout,VBD48442,605 447 €,,,New,,,,3,128 m²,,,,1,2,,,,4,,,623 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2870/puurs/vbd48441,2870,puurs,VBD48441,745 849 €,,,New,,,,4,363 m²,,,,2,2,,,,4,,,1599 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9230/massemen/vbd48444,9230,massemen,VBD48444,642 611 €,,,New,,,,3,172 m²,,Yes,1,2,2,,,,4,,,1173 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9230/massemen/vbd48443,9230,massemen,VBD48443,630 926 €,,,New,,,,3,184 m²,,Yes,1,1,2,,,,4,,,1173 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbu64856,8870,izegem,RBU64856,175 000 €,,No,Normal,,1946,,2,98 m²,,,,1,,Gas,,,2,,Yes,100 m²,Yes,Yes,478 kWh/m²/year,,19/02/2034,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rbu64844,3700,tongeren,RBU64844,235 000 €,,No,,No,1919,On contract,4,183 m²,,,,2,2,Gas,No,,2,,,,,,685 kWh/m²/year,20250706-0003640815-RES-1,,,No,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64825,9041,oostakker,RBU64825,397 964 €,,,,No,,,3,127 m²,,,,,,,,,2,Yes,,119 m²,,,,,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1731/relegem/rbu64858,1731,relegem,RBU64858,420 000 €,798 €,No,Normal,No,1957,On contract,3,155 m²,No,,,1,2,,No,North,2,,Yes,126 m²,Yes,Yes,260 kWh/m²/year,,03/07/2035,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbu64860,9300,aalst,RBU64860,410 000 €,,No,To renovate,,,,4,280 m²,,Yes,,1,,Hot air,,,3,Yes,,637 m²,,Yes,202 kWh/m²/year,,03/11/2035,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbu64859,9308,gijzegem,RBU64859,410 000 €,,No,To renovate,,,,4,280 m²,,Yes,,1,,Hot air,,,3,Yes,,637 m²,,Yes,202 kWh/m²/year,,03/11/2035,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbu64862,2310,rijkevorsel,RBU64862,375 000 €,741 €,No,Normal,Yes,1966,,3,178 m²,No,Yes,1,1,1,,,East,3,Yes,Yes,600 m²,Yes,Yes,218 kWh/m²/year,,,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1640/sint-genesius-rode/vbd48471,1640,sint-genesius-rode,VBD48471,2 500 000 €,,,New,,1974,Immediately,5,480 m²,,Yes,2,5,5,Gas,No,,4,,Yes,2200 m²,,,248 kWh/m²/year,,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbd48462,4100,seraing,VBD48462,285 000 €,530 €,No,Excellent,,,On contract,4,151 m²,No,,,1,2,Gas,No,,2,Yes,Yes,250 m²,Yes,Yes,161 kWh/m²/year,,03/11/2035,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4683/vivegnis/vbd48463,4683,vivegnis,VBD48463,65 000 €,,No,Normal,,,,4,,,Yes,1,2,,Gas,No,,3,Yes,Yes,,,,520 kWh/m²/year,,31/10/2035,,,,(information not available),(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbd48472,4000,liege,VBD48472,299 000 €,,No,,,,,,,,,,,,,,,2,,,,,,398 kWh/m²/year,,31/03/2029,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1495/sart-dames-avelines/vbd48487,1495,sart-dames-avelines,VBD48487,280 000 €,,No,To be renovated,,,,4,130 m²,No,,,1,1,Not specified,,,3,Yes,,2000 m²,,Yes,402 kWh/m²/year,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9600/ronse/rbu64868,9600,ronse,RBU64868,299 500 €,495 €,No,Excellent,Yes,1950,On contract,4,165 m²,No,,,1,2,Gas,No,,3,Yes,Yes,131 m²,Yes,Yes,288 kWh/m²/year,,05/08/2035,,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8792/desselgem/rbu64864,8792,desselgem,RBU64864,249 000 €,,No,Normal,,1962,Immediately,3,150 m²,No,,,1,2,,No,,2,Yes,Yes,227 m²,,Yes,456 kWh/m²/year,,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/cottage/for-sale/8620/nieuwpoort/rbu64865,8620,nieuwpoort,RBU64865,,,No,Normal,Yes,,On contract,20,2000 m²,Yes,,,10,12,Gas,No,,4,Yes,Yes,7096 m²,Yes,Yes,350 kWh/m²/year,,,,,Agricultural areas with beautiful scenery,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu64869,9800,deinze,RBU64869,431 115 €,,,New,No,2025,,4,175 m²,No,Yes,1,2,2,Gas,No,,3,Yes,Yes,218 m²,,,,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7700/luingne/rbu64870,7700,luingne,RBU64870,120 000 €,401 €,No,To renovate,Yes,1950,On contract,2,115 m²,No,,,1,1,,No,,2,,Yes,98 m²,Yes,Yes,451 kWh/m²/year,,10/11/2032,No certificate,No,,no flooding area,(information not available)
